Gene,GAs1,GAs2,GAs3,GC1,GC2,GC3,UAs1,UAs2,UAs3,UC1,UC2,UC3
Solyc07g053150.3,557,567,259,466,650,476,446,346,429,358,506,509
Solyc02g091030.4,2875,3816,3396,2158,2925,3402,2251,1513,1769,1357,1367,1678
Solyc08g077010.1,0,0,0,0,0,0,0,0,0,0,0,1
Solyc03g005217.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g094670.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g014230.4,1099,1507,1352,1335,1162,1502,706,391,694,707,670,1051
Solyc07g052440.3,65,161,135,128,70,38,125,83,69,74,79,123
Solyc08g007940.4,1,10,0,22,0,23,0,0,0,0,0,0
Solyc03g113700.3,2608,2035,1332,1632,2306,2220,1205,892,1534,1197,1325,1480
Solyc07g044985.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc00g500378.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g043190.1,0,4,0,0,0,0,0,0,0,0,0,0
Solyc05g021245.1,414,125,78,30,369,217,76,267,116,163,435,723
Solyc09g059915.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g014350.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g055970.3,35,63,100,9,101,74,2057,1173,1361,523,99,432
Solyc05g025800.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g079560.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g017877.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g088000.4,1563,1799,1025,1342,1590,1271,1042,832,1128,1543,1034,1482
Solyc09g010970.4,2432,3668,2054,2201,2225,2256,2049,1555,2268,1913,2807,2137
Solyc02g087640.3,1723,1721,899,1254,1713,1631,686,387,413,492,388,383
Solyc08g068570.4,635,732,530,758,824,811,740,564,530,556,383,472
Solyc11g012830.3,1961,2486,1782,2276,2449,3007,1784,1023,1959,1509,1815,1845
Solyc09g076040.3,4906,4818,3046,4411,5405,5046,3313,2056,3027,3062,2685,3072
Solyc01g080920.3,0,13,33,0,0,0,0,0,0,0,0,0
Solyc03g046410.3,55,81,48,45,45,55,8,8,25,32,14,13
Solyc11g069460.2,1071,886,587,957,1112,1307,865,426,584,1034,404,721
Solyc10g005220.3,45,46,19,28,169,487,228,41,102,79,61,122
Solyc09g009500.3,704,907,415,855,955,862,465,325,383,536,394,545
Solyc01g049910.4,315,380,216,274,341,405,221,105,143,215,199,176
Solyc04g017590.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g112010.3,619,614,456,618,659,856,448,219,345,231,245,268
Solyc05g056040.3,4677,8378,5636,4777,4992,3990,887,427,913,1434,1751,1576
Solyc06g072820.3,1373,1234,773,1235,1250,1686,856,455,737,730,510,580
Solyc01g094915.1,4,25,81,1,14,7,37,20,19,22,2,15
Solyc09g009490.4,47,69,9,128,24,222,46,4,14,33,81,44
Solyc05g025790.3,137,109,60,150,212,233,17,15,12,13,37,15
Solyc08g029020.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g094177.1,8,23,4,12,4,9,12,20,11,13,9,5
Solyc03g020020.3,2784,2169,1724,1388,1937,3086,1567,1072,1190,1874,1057,1566
Solyc04g026150.2,12,14,0,13,18,11,0,0,0,0,0,0
Solyc11g008830.2,0,6,0,0,0,34,33,60,38,197,12,38
Solyc11g039810.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g009020.4,3123,2280,1553,2449,2602,3971,4980,3603,4410,3045,1218,2840
Solyc11g043070.3,0,0,4,18,0,10,0,0,0,0,2,0
Solyc07g053270.3,1343,766,1205,231,303,633,1092,341,734,714,637,582
Solyc03g113820.3,29,10,18,40,10,70,0,2,0,0,4,11
Solyc03g117050.4,562,496,498,635,496,589,701,415,959,495,466,547
Solyc01g088730.3,1658,1782,1069,1393,1848,1863,1026,487,837,782,839,948
Solyc07g052560.3,41,26,55,34,0,36,44,8,20,0,18,7
Solyc03g150123.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g077130.2,683,974,514,418,468,529,265,349,264,152,126,170
Solyc03g119723.1,684,804,459,601,689,690,356,239,317,265,377,276
Solyc08g077250.4,1388,1665,1138,1339,1539,1729,953,520,781,781,737,697
Solyc07g052190.1,0,0,0,0,0,0,2,2,22,6,0,8
Solyc07g052200.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g075450.3,3563,3593,2106,2186,2743,2403,1626,1402,1289,1887,2429,2376
Solyc11g012100.2,745,701,296,570,810,855,771,336,392,416,382,524
Solyc11g013420.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g100110.1,0,0,0,0,0,0,0,7,0,0,0,1
Solyc05g007220.4,645,654,524,558,558,708,453,262,311,639,825,682
Solyc01g066457.1,130,142,145,30,132,1210,468,73,169,291,355,267
Solyc09g010240.3,27,6,15,11,20,3,11,3,6,7,7,3
Solyc00g500112.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g069060.4,854,802,454,46,127,33,177,49,48,37,59,46
Solyc02g087270.2,103,214,214,117,117,157,94,31,26,57,81,51
Solyc07g061730.3,92,328,70,241,300,142,120,42,186,25,22,88
Solyc07g062070.3,565,652,473,724,807,1143,543,367,423,305,329,316
Solyc02g086930.4,6346,2554,2619,1771,3252,4045,4707,1986,6182,4658,4063,5154
Solyc09g009010.4,6,10,7,0,16,390,3449,2253,2459,2043,201,1099
Solyc02g038820.1,77,40,47,35,84,96,63,22,77,31,29,14
Solyc05g012325.1,2734,2592,1492,2575,2638,1796,1923,1433,1931,1107,657,1224
Solyc06g071860.3,1697,1636,1454,1731,2050,2058,476,413,778,970,485,569
Solyc06g054000.1,0,5,0,24,1,0,2,0,0,0,0,0
Solyc10g062010.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g005420.1,1927,2240,2534,2619,2414,3796,4907,3259,3122,2327,1605,1937
Solyc03g006990.1,164,258,97,326,210,338,32,35,19,44,36,27
Solyc01g079200.4,13,274,243,0,0,0,4,0,10,4,1,0
Solyc02g070170.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g069040.3,11,15,27,20,30,16,91,86,100,32,30,27
Solyc11g012220.1,16,35,44,52,89,366,78,60,93,186,24,76
Solyc10g049940.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g070300.4,419,640,447,508,557,419,344,286,342,293,203,320
Solyc03g093347.1,461,325,405,450,622,794,436,113,338,195,300,261
Solyc05g025550.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g052070.3,700,1433,391,937,939,2056,3080,2336,3982,1165,4614,4628
Solyc07g052320.3,1032,861,578,913,1074,1389,1676,1126,1881,1591,1286,1533
Solyc05g007100.3,1808,2269,1109,1293,1781,1542,1807,1513,1146,621,393,518
Solyc01g150148.1,0,0,4,0,0,11,17,0,11,90,32,87
Solyc06g063410.4,1685,1916,1220,1525,1773,1830,798,664,801,922,1005,1140
Solyc09g009250.3,0,0,0,0,0,0,0,1,7,8,0,0
Solyc02g038690.1,14,57,74,32,13,77,502,283,228,255,130,89
Solyc02g070050.3,2329,5796,3586,2821,2630,2974,3074,2214,3063,3474,2729,3058
Solyc01g088610.4,6624,10026,6023,7505,8653,8082,30176,24129,17474,8351,6772,8893
Solyc06g072210.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g028920.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g150100.1,0,1,0,0,0,0,0,0,0,0,0,0
Solyc01g010415.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g077370.4,1533,2770,2154,2956,2641,2295,33,39,72,255,650,307
Solyc01g080310.4,1211,987,732,1093,1204,1660,1583,877,1131,812,766,965
Solyc01g079320.4,418,608,288,230,348,361,179,118,176,153,121,100
Solyc09g075570.1,427,236,246,483,455,588,561,267,481,608,256,375
Solyc10g005100.3,16350,23549,12315,23042,21314,16558,2889,1921,2317,3111,3411,3692
Solyc05g007090.4,1372,1491,889,1421,1470,2206,2306,1513,1906,1001,708,1132
Solyc06g054120.2,131,185,128,134,99,205,168,72,102,125,24,63
Solyc08g042060.2,112,168,76,74,71,179,24,13,5,7,10,44
Solyc10g062130.1,10,53,25,15,14,5,6,4,6,3,10,24
Solyc10g050105.1,0,1,2,0,1,0,0,6,0,1,0,0
Solyc02g070420.2,9,16,22,22,26,87,168,119,190,310,76,106
Solyc06g071980.3,667,650,391,620,947,1089,445,223,358,372,325,255
Solyc09g010360.3,512,619,422,184,449,625,1414,651,1841,488,770,775
Solyc11g013300.2,5,9,21,1,10,21,189,66,96,234,40,86
Solyc02g087150.3,3954,4289,4683,4106,3526,5019,8612,7601,7102,3659,1864,3396
Solyc12g019060.2,5379,6701,5314,4948,5920,6882,2738,1714,3592,2848,3851,5246
Solyc02g030520.1,12,42,11,24,13,29,17,11,29,12,8,4
Solyc02g086810.1,972,674,578,394,525,922,198,94,211,310,175,180
Solyc11g069220.2,78,258,180,70,8,17,16,7,59,49,197,114
Solyc06g005300.4,158,237,172,160,132,152,106,47,60,86,94,70
Solyc07g021710.3,147,291,270,148,114,139,206,216,196,204,133,77
Solyc02g038700.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g021600.1,789,1088,958,984,1262,1552,656,531,879,872,642,878
Solyc01g080550.3,4,11,0,0,0,3,1,0,0,1,4,0
Solyc06g072330.3,1594,2595,572,1128,1751,1322,116,130,314,168,416,284
Solyc10g005090.3,103,116,58,73,113,95,55,41,72,36,29,39
Solyc12g011370.3,708,1219,854,932,942,1162,700,501,973,1021,823,850
Solyc00g500258.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g088480.3,2780,5140,2347,2997,2945,2832,3254,2014,2429,3595,2291,2940
Solyc01g097530.3,28,90,58,12,8,0,0,0,0,0,4,0
Solyc06g071620.3,484,351,196,232,496,571,42,37,105,105,71,164
Solyc01g011005.1,0,0,0,0,11,0,0,0,0,1,0,0
Solyc03g006047.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g063280.1,50,75,7,80,85,32,1222,791,1197,760,946,800
Solyc08g077500.4,3612,4668,3052,2768,3533,4654,622,424,661,1157,1347,1002
Solyc09g018420.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g075820.3,6549,9188,5531,10142,10468,9900,494,214,454,2035,4365,2953
Solyc02g021590.3,1227,1288,881,1140,1516,1350,1479,1250,1623,1688,1189,1757
Solyc07g018075.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g150137.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g030640.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g080430.4,1798,2671,1899,2204,2533,3060,1735,893,2023,1931,2684,2426
Solyc02g087400.1,3853,3155,2165,3041,3828,4603,6365,4329,3627,2150,755,2023
Solyc01g080670.3,6969,4456,3149,3272,3842,3936,1963,1511,2759,2481,2871,3016
Solyc08g068330.3,696,796,494,671,1131,961,352,141,364,214,413,508
Solyc11g012340.1,0,0,0,0,0,0,1,0,0,0,0,0
Solyc09g075690.1,0,0,0,0,0,0,51,44,123,17,3,15
Solyc06g005290.3,820,685,549,611,878,1003,350,172,356,287,383,415
Solyc09g010480.1,0,1,0,0,0,0,0,0,0,0,0,0
Solyc10g076245.1,0,1,0,0,0,0,0,0,0,0,0,0
Solyc07g062200.2,0,0,0,0,0,0,0,0,1,0,0,0
Solyc09g010610.3,18,40,15,1,10,6,0,0,8,3,7,3
Solyc12g019180.2,8,6,4,6,0,8,0,0,0,0,0,0
Solyc09g050020.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g030920.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g063160.1,51,20,37,26,27,43,3,13,15,32,1,0
Solyc00g500138.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g087390.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g055080.2,13,64,62,32,23,19,0,0,0,1,16,1
Solyc08g029380.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g088360.4,25,40,11,1,13,49,0,0,1,1,0,4
Solyc11g012460.3,964,1247,712,867,996,1166,966,763,968,820,837,888
Solyc08g068210.3,2610,2912,1748,2233,2715,3402,2347,1697,1705,2503,1895,2480
Solyc02g086680.4,3808,4934,3108,4068,3973,4716,3998,3056,3870,3156,3403,3805
Solyc11g069090.2,42901,56610,43243,71531,73841,96791,16193,11537,23103,41046,27367,32345
Solyc08g077490.2,73,182,133,22,39,48,5,14,14,38,33,51
Solyc06g005170.3,4889,12372,17806,9779,4981,4389,970,567,809,1927,2100,2932
Solyc02g070290.3,1013,1248,853,787,843,1009,788,644,869,1092,611,855
Solyc01g107780.4,1326,3844,2415,1596,1161,816,66,175,411,1738,3863,2911
Solyc11g013170.2,3892,5927,3411,4147,4141,5382,4141,2995,3694,3694,3416,3828
Solyc07g062190.4,13218,19749,17258,16533,14348,18158,40881,31491,29452,13404,9659,16149
Solyc09g075700.1,2,42,36,6,0,0,4,2,10,8,20,22
Solyc12g082765.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g079190.2,0,0,0,0,0,0,0,0,4,10,3,0
Solyc06g072450.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g097650.3,1062,732,1180,291,733,1369,1497,368,980,818,952,576
Solyc02g021470.4,3264,4449,2913,4009,4046,4453,1876,1247,1911,2259,2031,2746
Solyc02g062725.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g080780.2,0,0,0,8,4,0,0,1,0,0,0,1
Solyc11g007870.1,10,26,4,22,33,55,50,4,15,19,5,9
Solyc11g066080.2,2905,3187,2382,3622,3400,2716,1757,1132,1103,941,732,866
Solyc02g092590.3,134,315,427,46,42,174,256,200,442,200,72,155
Solyc02g150137.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g095750.2,2461,1212,899,3692,5515,6303,11182,4448,4472,3865,2227,4102
Solyc02g064630.4,1880,1927,1384,1593,2479,2407,1296,861,1198,1012,1039,1040
Solyc07g062560.3,2,90,0,151,6,72,0,1,0,0,0,0
Solyc12g010910.2,5153,5921,3897,5924,5636,5657,4396,3239,3576,1995,1228,2914
Solyc06g050297.1,22,22,46,24,29,56,17,5,16,20,34,25
Solyc06g062820.4,6,8,1,0,27,32,0,0,0,6,0,0
Solyc07g026897.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g074630.4,1493,1454,1195,1042,1023,1601,2218,1761,1007,577,535,801
Solyc01g111290.1,2,0,0,0,0,0,0,0,0,0,0,0
Solyc05g052560.1,1461,1862,1957,1837,1559,2174,279,213,327,590,433,702
Solyc07g040750.2,49,67,8,33,65,240,60,9,15,42,18,31
Solyc01g017970.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g006907.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g022460.3,501,729,439,473,535,780,546,461,583,939,289,896
Solyc10g006050.3,754,1182,732,697,932,883,1006,459,589,636,519,752
Solyc06g071370.1,200,250,100,417,533,343,101,60,126,172,204,178
Solyc11g068897.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g112740.2,24,0,36,5,12,0,0,0,0,0,0,0
Solyc07g047970.4,1484,2023,1033,1332,1434,1497,975,686,843,909,1062,1208
Solyc09g066410.3,0,1,0,0,0,0,0,0,1,0,8,0
Solyc07g150126.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g005910.3,817,581,743,379,477,734,1081,370,617,489,470,309
Solyc04g058080.3,12,52,30,35,36,262,379,189,170,96,43,82
Solyc06g050307.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g006500.4,529,695,324,1293,1256,967,87,18,93,301,373,358
Solyc01g010870.3,2715,3176,1709,2457,2507,3502,1712,1234,1330,1536,1502,1648
Solyc06g082353.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g047850.3,1458,1507,1480,870,988,856,333034,231356,304973,202533,134170,236077
Solyc08g081370.1,482,576,397,741,626,625,224,262,1099,407,461,498
Solyc08g006370.1,0,2,1,0,8,0,4,0,1,1,4,1
Solyc04g052940.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g062940.4,4397,4734,2672,3923,3977,4236,2877,2070,2315,2499,2778,2392
Solyc09g006000.3,2761,3371,2344,3094,2912,3107,4898,3525,3532,1984,2539,3007
Solyc06g060785.1,12,19,35,1,34,89,38,10,6,5,25,14
Solyc06g062690.4,60,141,106,57,78,89,14,4,0,24,32,34
Solyc01g150121.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g007990.2,13422,19721,13030,18032,17627,19698,15504,10090,14305,9952,12011,14544
Solyc02g092470.3,2170,2722,1504,2051,2539,3324,1636,891,1061,1091,736,1150
Solyc01g010990.2,566,908,663,581,868,896,440,294,403,521,451,403
Solyc06g062700.3,1476,1688,948,1295,1527,1799,839,399,656,498,586,631
Solyc08g078080.2,363,379,232,237,291,423,83,23,32,57,21,22
Solyc09g066280.4,919,1153,811,776,1179,1157,970,519,1750,615,672,742
Solyc07g062320.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g007630.3,0,0,2,0,0,0,2,0,0,0,0,0
Solyc10g006170.4,1710,2296,1482,1928,2126,2243,2018,1006,1764,1073,1352,1660
Solyc06g071250.4,737,1038,480,599,755,867,597,317,509,431,423,600
Solyc03g112620.4,1007,1105,1187,509,677,952,2613,1542,1758,1645,335,1058
Solyc05g052320.4,11,35,24,21,1,17,40,6,22,2,4,13
Solyc05g046280.3,101,177,93,45,124,104,24,22,10,39,10,39
Solyc07g040990.4,3585,4595,3543,4404,4362,4337,678,421,1577,830,1357,1259
Solyc02g064750.4,692,765,592,743,785,985,444,204,376,710,847,623
Solyc07g062680.3,914,1181,862,650,724,1116,1454,912,1231,2028,510,1376
Solyc08g081250.4,40866,49959,39493,42872,40788,39146,33942,27159,26085,21105,15686,26658
Solyc03g058340.3,1002,1648,977,1025,1339,1365,1021,692,679,599,628,687
Solyc03g112980.1,216,684,380,423,326,165,6,7,7,87,146,116
Solyc04g072725.1,0,0,0,0,0,0,19,15,4,10,7,9
Solyc05g052680.1,4,10,21,0,0,0,7,0,43,11,43,74
Solyc02g092840.1,542,1088,665,995,1047,1810,745,511,615,1569,561,941
Solyc01g111170.3,68749,52405,38782,46475,55226,61984,69572,39316,59298,77443,103295,77390
Solyc04g074750.3,3044,2408,2101,2328,2505,3187,3105,2197,1480,785,512,937
Solyc11g066330.2,156,254,252,286,253,456,121,78,124,61,12,60
Solyc08g006740.3,64,430,754,11,12,30,8,6,0,56,129,82
Solyc09g066160.1,0,0,0,0,1,0,0,0,4,1,15,13
Solyc01g065987.1,0,0,0,0,0,0,0,0,0,4,0,0
Solyc07g018290.4,23,38,30,1,1,59,173,153,331,65,7,79
Solyc01g010510.4,196,227,98,154,167,125,37,46,41,71,38,69
Solyc03g112490.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g005660.4,12,4,28,0,0,16,220,134,74,53,4,50
Solyc01g108130.4,975,2259,1710,1105,1091,1181,483,233,576,631,882,735
Solyc12g038110.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g074990.3,424,968,489,881,819,1303,1055,1135,947,855,111,431
Solyc05g046160.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g059770.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g081620.4,663,777,490,241,1895,10566,7345,1045,1969,2363,3310,3124
Solyc05g024350.1,0,0,1,0,0,0,0,0,0,0,0,0
Solyc08g081010.3,8186,8072,6704,7103,8743,9412,10003,6185,7253,4851,5950,6609
Solyc12g089350.3,0,0,5,0,1,0,0,2,1,0,3,3
Solyc08g069160.3,500,509,288,504,675,526,302,203,242,288,273,288
Solyc01g017610.1,0,0,0,0,6,0,0,8,5,0,0,0
Solyc04g074870.3,1071,1008,701,1059,943,1189,426,259,368,264,433,349
Solyc06g071500.3,555,670,381,575,558,918,1603,1754,1898,2192,1581,1636
Solyc05g052930.3,572,1399,948,737,644,683,681,516,545,607,426,526
Solyc02g092960.1,12,2,10,0,6,14,4,0,0,0,1,0
Solyc01g111420.3,1197,1691,488,544,995,1164,694,403,255,335,339,405
Solyc05g015920.3,2874,2926,1759,2372,2713,3731,1762,1111,1583,2347,1520,2047
Solyc03g033880.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g061980.3,2711,2717,1422,2685,3098,3105,1574,866,1261,1641,1651,1848
Solyc11g007510.2,2310,2837,1415,1848,2427,1793,421,291,619,1658,1772,1971
Solyc05g015790.2,4,2,5,0,0,0,0,0,2,14,8,0
Solyc02g092230.3,456,502,371,599,847,737,397,190,283,479,403,442
Solyc03g112500.4,0,0,0,0,0,0,79,23,20,74,0,4
Solyc05g052200.4,2055,2034,1199,1379,1824,2005,840,561,818,1149,1089,1291
Solyc06g011450.3,1296,2228,1096,1165,1645,1824,1209,750,1106,1643,947,1277
Solyc03g112370.1,62,177,96,92,88,103,43,35,81,140,88,207
Solyc09g066040.1,0,0,0,0,0,2,0,0,0,0,0,0
Solyc06g075950.2,0,1,0,0,0,0,0,0,0,1,1,1
Solyc01g108010.3,2101,2715,1706,1895,2457,2789,1065,701,1160,1410,1432,1445
Solyc04g080300.4,3120,3184,2150,3100,3296,2988,3235,2087,3107,2455,3450,3338
Solyc06g071490.3,1407,1298,810,1381,1514,2268,862,678,1146,1973,1173,1646
Solyc04g005780.1,113,118,66,145,94,141,0,5,11,2,12,12
Solyc07g065080.4,2355,3414,2181,1858,1726,2542,2809,1843,2256,2461,2310,3281
Solyc08g081130.4,1158,1343,763,956,1633,1351,1140,733,1139,757,952,878
Solyc05g046040.2,0,1,0,0,0,0,0,0,0,0,0,0
Solyc05g052190.4,735,713,415,604,728,1020,906,450,708,784,465,420
Solyc08g081740.3,63,19,33,19,31,59,54,3,11,41,8,13
Solyc00g500232.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g062440.1,2264,2942,963,1287,1789,1827,849,712,632,363,482,428
Solyc12g007130.2,1344,1432,867,1431,1522,1629,601,396,449,670,518,668
Solyc11g005845.1,4,0,0,0,0,0,0,0,0,0,0,0
Solyc03g093810.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g031985.1,6,25,18,4,0,12,16,22,16,26,15,8
Solyc02g092350.3,51,70,43,45,27,48,80,29,86,57,41,61
Solyc04g080290.3,1191,2146,1360,1135,1522,9158,1555,1817,2403,3253,3114,2789
Solyc01g111300.4,20318,10240,4588,9291,12430,14413,14658,9295,9594,12571,14846,11519
Solyc07g005160.1,0,0,0,0,0,0,0,0,0,0,1,0
Solyc04g080910.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g006620.3,1734,2929,1683,1969,2189,1912,1897,1398,1897,1542,2511,2302
Solyc06g011570.3,699,784,440,871,852,1184,778,590,638,419,316,398
Solyc07g018300.3,100,156,118,80,182,154,1242,518,462,527,413,500
Solyc05g052810.4,4656,5828,1995,3351,3689,3407,6167,3710,2791,1670,2072,1804
Solyc05g015800.3,11,235,58,24,142,0,358,158,807,1173,681,1245
Solyc07g005280.3,18,57,29,22,24,26,36,16,13,12,20,19
Solyc08g150114.1,0,0,0,0,0,0,10,0,0,0,0,0
Solyc04g005300.4,379,469,284,350,353,467,193,113,218,174,264,259
Solyc09g037090.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g006660.3,2586,6902,6022,3947,2720,3580,849,195,432,700,1543,1033
Solyc07g045455.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g116950.2,0,0,0,0,0,0,0,1,1,0,0,0
Solyc03g007090.1,449,519,291,527,744,1038,262,240,556,305,419,497
Solyc02g061740.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g011950.3,8,0,0,4,0,0,12,0,0,0,0,0
Solyc10g076710.3,821,1442,1243,1476,1692,3127,2316,1306,2243,2587,1246,2146
Solyc11g066690.2,54,58,55,33,21,101,159,67,97,61,46,74
Solyc02g082230.4,2087,2252,1556,1711,2230,2172,753,678,904,1031,948,1126
Solyc02g061620.2,0,0,0,1,0,0,2,0,0,0,4,0
Solyc06g049040.4,262,226,115,120,140,215,1238,670,843,490,154,358
Solyc02g082110.4,861,938,627,717,754,952,517,318,553,761,479,675
Solyc03g005550.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g068960.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g039930.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g080170.3,991,1186,700,784,1284,1592,795,446,761,670,649,698
Solyc01g111780.4,6709,9110,5624,6407,7475,7312,4283,3329,4386,4664,4587,4795
Solyc05g024110.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g007100.3,2389,2583,1541,1731,2042,2590,1200,748,822,1261,698,942
Solyc03g118370.3,66,68,424,73,82,314,1652,1101,1583,1150,145,555
Solyc12g089110.1,10334,13549,10180,17283,19803,26677,8649,4770,9580,6074,14343,8971
Solyc01g111910.3,2008,2182,1213,1560,1753,2167,658,474,508,717,693,854
Solyc02g092110.3,102,628,879,34,106,30,3012,1496,2024,485,2398,2344
Solyc04g080050.4,1511,1886,1249,1271,1421,2239,1521,1101,1433,1192,1175,1214
Solyc01g100103.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g020827.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g150111.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g061860.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g068720.3,1661,1738,1218,1089,1672,1939,1498,1189,1447,2091,879,1830
Solyc05g024230.3,13,0,0,0,6,4,0,12,2,1,0,0
Solyc10g006540.4,3296,5722,4365,3194,2727,2739,806,677,955,1559,1087,1635
Solyc06g150114.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g005325.1,33,48,7,16,13,24,1,0,0,13,11,21
Solyc03g116830.4,356,373,236,360,338,508,196,115,201,234,216,203
Solyc09g061637.1,0,0,0,0,0,0,0,0,1,0,0,0
Solyc08g006860.3,0,0,0,0,0,0,2,0,0,1,0,0
Solyc09g008207.1,40,52,48,16,71,41,67,25,25,15,39,21
Solyc03g093680.4,1810,2606,1351,1613,1939,2138,2718,1637,2089,1604,1494,1659
Solyc06g005660.3,6,1,5,10,1,14,4,6,15,9,2,1
Solyc08g061745.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g042853.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g016740.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g014840.3,783,1337,1324,869,1032,632,29,34,55,120,348,214
Solyc12g007250.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g150124.1,0,0,0,0,0,0,0,0,0,0,0,1
Solyc12g041880.2,4721,5254,3947,4507,4657,6653,7759,5021,6191,3317,2590,3930
Solyc12g089230.2,128,86,80,52,56,182,396,107,232,150,98,175
Solyc03g118250.4,631,537,367,557,515,857,356,168,298,243,269,251
Solyc04g005290.3,806,888,558,954,1004,1230,439,336,433,732,420,496
Solyc11g066700.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g098340.3,2490,3585,2271,2719,2756,2580,815,525,967,1200,1861,1584
Solyc04g063313.1,2,5,2,1,7,0,0,0,0,2,0,3
Solyc01g009305.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g005670.3,44,54,56,62,43,30,1,4,25,27,5,25
Solyc03g059205.1,42,40,18,55,104,48,24,22,36,104,80,60
Solyc00g500352.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g062810.4,62,124,115,73,87,168,489,336,563,820,436,500
Solyc06g071010.4,1952,2609,1319,1667,1874,1884,1275,878,1031,1124,1092,1228
Solyc07g005530.4,7518,11482,9492,10854,9965,12797,7050,4436,9055,11393,4849,7478
